Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PF,24,74,18,21.9,3.2,6.3,0.501,0.4,1.3,0.268,2.8,5.0,0.562,0.529,0.9,1.5,0.616,2.6,4.0,6.6,1.3,0.6,0.9,1.1,1.9,7.6
SG,23,78,28,21.0,2.3,5.6,0.411,0.8,2.7,0.294,1.5,2.8,0.523,0.483,0.5,0.7,0.661,0.9,1.8,2.8,1.1,0.6,0.6,0.8,1.5,5.8
SF,26,50,50,34.0,5.6,11.5,0.489,2.0,5.3,0.382,3.6,6.2,0.581,0.577,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7
C,24,50,25,21.1,4.8,8.2,0.586,0.2,0.5,0.391,4.6,7.7,0.597,0.597,1.9,2.5,0.762,2.6,3.6,6.2,1.1,0.4,0.7,1.2,1.6,11.7
PG,24,54,9,19.4,3.7,9.3,0.404,1.1,3.7,0.296,2.6,5.6,0.475,0.463,1.7,2.2,0.783,0.8,2.5,3.3,2.4,0.6,0.4,1.4,1.2,10.3
SG,23,58,58,31.7,7.5,15.2,0.495,1.6,4.3,0.36,6.0,10.9,0.549,0.547,3.6,5.0,0.715,0.9,4.5,5.4,3.3,0.5,0.4,2.2,2.2,20.2
SF,28,53,8,12.5,1.4,3.1,0.434,0.4,1.3,0.304,1.0,1.8,0.526,0.497,0.6,0.8,0.762,0.6,1.5,2.1,0.7,0.5,0.4,0.3,0.7,3.7
PF,35,60,38,25.5,1.9,4.3,0.453,1.2,3.1,0.395,0.7,1.2,0.606,0.596,0.3,0.4,0.714,1.2,3.0,4.1,2.1,0.8,0.6,0.7,1.8,5.3
PF,23,9,0,16.9,2.0,3.3,0.6,0.2,0.9,0.25,1.8,2.4,0.727,0.633,1.1,1.3,0.833,0.9,2.2,3.1,0.8,0.7,0.8,0.9,0.3,5.3
PF,31,43,1,15.7,2.1,5.4,0.393,1.8,4.7,0.38,0.4,0.8,0.471,0.556,0.7,0.8,0.909,0.2,1.2,1.4,0.8,0.6,0.3,0.4,1.3,6.7
PG,35,73,13,20.0,2.2,5.2,0.417,0.8,2.5,0.337,1.3,2.7,0.49,0.497,1.0,1.2,0.822,0.7,2.6,3.3,2.9,0.6,0.4,0.9,1.8,6.2
C,31,40,27,19.8,1.9,3.3,0.565,0.0,0.0,0.0,1.9,3.3,0.565,0.565,0.7,1.4,0.481,1.6,3.7,5.2,1.3,0.3,0.9,1.1,2.2,4.4
SF,34,57,27,25.9,5.4,11.9,0.454,2.3,5.9,0.398,3.1,6.1,0.507,0.551,2.1,2.6,0.785,0.4,2.3,2.7,1.7,0.5,0.1,1.8,1.7,15.2
C,25,11,2,11.0,1.5,2.3,0.68,0.0,0.1,0.0,1.5,2.2,0.708,0.68,0.3,0.4,0.75,0.9,2.2,3.1,0.4,0.3,0.6,0.3,0.9,3.4
PG,24,9,0,10.6,1.1,3.1,0.357,0.1,1.0,0.111,1.0,2.1,0.474,0.375,0.0,0.0,0.0,0.3,1.8,2.1,1.2,0.1,0.0,1.0,1.1,2.3
PG,27,67,44,27.9,4.1,8.7,0.478,0.8,2.4,0.323,3.4,6.2,0.538,0.523,1.7,2.1,0.824,0.8,3.4,4.2,2.9,0.9,0.3,1.3,2.2,10.8
SF,24,59,15,14.0,1.4,3.8,0.372,0.8,2.4,0.333,0.6,1.4,0.435,0.476,0.5,0.6,0.865,0.4,2.0,2.4,1.0,0.4,0.1,0.5,0.7,4.2
SG,32,66,1,18.4,3.2,8.6,0.369,1.9,5.0,0.376,1.3,3.6,0.36,0.478,2.2,2.5,0.868,0.4,1.9,2.3,1.3,0.4,0.2,0.7,1.1,10.4
SF,33,29,6,16.8,1.5,3.4,0.439,0.7,1.9,0.339,0.8,1.4,0.571,0.536,0.8,0.9,0.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4
SG,33,44,4,14.0,1.8,4.6,0.392,0.9,2.5,0.352,1.0,2.2,0.438,0.485,0.6,0.7,0.903,0.4,1.1,1.5,1.0,0.5,0.1,0.5,0.9,5.1
PF,27,6,0,4.0,0.7,1.0,0.667,0.0,0.2,0.0,0.7,0.8,0.8,0.667,0.7,1.0,0.667,0.2,0.5,0.7,0.3,0.2,0.2,0.2,0.3,2.0
PG,30,76,52,28.3,3.3,8.4,0.392,1.6,4.8,0.337,1.7,3.6,0.467,0.489,2.2,2.8,0.805,0.4,2.3,2.7,4.7,0.7,0.3,1.2,1.8,10.5
SF,22,17,8,21.6,2.1,4.2,0.507,0.7,1.9,0.375,1.4,2.3,0.615,0.592,1.0,1.5,0.68,1.1,2.5,3.5,0.9,0.4,0.3,0.5,1.4,5.9
PG,25,69,0,12.7,2.0,4.7,0.418,0.8,2.4,0.331,1.2,2.3,0.513,0.505,0.8,1.0,0.732,0.3,1.3,1.7,1.9,0.6,0.1,0.9,1.0,5.5
SF,28,66,43,24.9,3.8,8.3,0.46,2.0,5.1,0.401,1.8,3.2,0.551,0.582,0.8,1.0,0.818,1.0,2.8,3.7,1.5,0.7,0.3,1.0,1.7,10.5
SG,31,32,0,18.1,2.5,6.9,0.357,1.0,4.1,0.254,1.4,2.8,0.505,0.432,0.9,1.1,0.806,0.2,1.7,1.8,1.5,0.9,0.2,0.7,1.5,6.9
SF,20,6,0,6.7,1.0,2.5,0.4,0.2,0.8,0.2,0.8,1.7,0.5,0.433,0.3,0.3,1.0,0.7,0.2,0.8,0.0,0.5,0.0,0.3,0.3,2.5
C,25,74,66,24.5,4.7,6.5,0.725,0.0,0.0,0.0,4.7,6.5,0.725,0.725,1.6,2.4,0.674,2.6,5.0,7.6,1.6,0.9,2.1,1.0,3.1,11.0
PF,35,49,0,12.9,1.7,3.9,0.437,0.6,1.9,0.323,1.1,2.0,0.546,0.516,1.7,2.0,0.857,0.4,1.8,2.2,1.1,0.3,0.1,0.5,1.0,5.7
PF,38,20,1,10.2,0.8,1.9,0.405,0.1,0.5,0.2,0.7,1.4,0.481,0.432,0.1,0.1,1.0,0.6,1.3,1.9,0.6,0.2,0.4,0.3,1.6,1.7
C,25,23,0,4.3,1.0,2.2,0.46,0.1,0.6,0.214,0.9,1.6,0.556,0.49,0.3,0.6,0.538,0.5,0.8,1.3,0.3,0.1,0.1,0.3,0.7,2.4
PG,25,41,14,17.0,1.5,3.7,0.4,1.2,3.1,0.405,0.2,0.6,0.375,0.57,0.0,0.0,1.0,0.2,0.9,1.1,3.3,0.8,0.1,0.7,1.0,4.2
PG,25,57,12,18.5,2.5,6.7,0.369,0.7,2.5,0.298,1.7,4.2,0.411,0.424,0.8,1.0,0.746,1.5,2.9,4.4,2.7,0.8,0.3,1.0,1.3,6.5
SG,23,51,18,20.1,2.4,6.4,0.372,1.6,4.7,0.338,0.8,1.7,0.466,0.495,0.7,0.9,0.756,0.3,1.7,2.0,1.3,0.7,0.1,0.5,1.5,7.0
SF,33,51,28,24.4,3.7,7.9,0.464,0.7,1.8,0.411,2.9,6.1,0.479,0.51,1.7,2.4,0.742,0.7,2.8,3.5,3.1,0.8,0.3,1.3,1.3,9.8
SF,31,84,42,25.7,4.4,10.1,0.436,2.6,6.8,0.386,1.8,3.4,0.539,0.565,0.6,0.7,0.881,0.7,2.5,3.2,2.8,0.8,0.5,1.2,2.0,12.1
C,30,40,10,13.9,2.1,3.7,0.558,0.0,0.1,0.333,2.0,3.6,0.563,0.561,0.9,1.2,0.723,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9,5.0
C,24,25,14,22.9,3.0,5.4,0.551,0.0,0.0,0.0,3.0,5.4,0.551,0.551,0.8,1.0,0.84,2.6,2.8,5.4,1.1,0.5,1.1,1.4,2.8,6.8
PG,22,28,0,9.5,1.2,3.3,0.37,0.1,1.2,0.121,1.1,2.1,0.508,0.391,0.6,0.7,0.85,0.3,0.6,0.9,1.3,0.3,0.1,0.5,0.5,3.2
PF,21,21,0,9.5,1.7,3.7,0.462,0.3,1.1,0.292,1.4,2.6,0.537,0.506,0.8,1.2,0.654,0.6,1.2,1.8,1.6,0.3,0.2,0.7,1.1,4.6
PG,37,60,55,28.2,2.7,6.3,0.432,1.6,4.2,0.392,1.1,2.1,0.512,0.562,1.1,1.3,0.84,0.6,2.7,3.2,4.2,1.0,0.4,1.4,2.4,8.1
PG,22,17,1,12.5,1.2,4.1,0.286,0.3,1.8,0.167,0.9,2.4,0.375,0.321,0.8,0.9,0.933,0.2,1.2,1.4,1.6,0.4,0.0,1.1,1.2,3.5
PG,22,41,28,24.1,3.5,7.7,0.459,1.1,3.1,0.373,2.4,4.6,0.516,0.533,1.1,1.4,0.763,0.5,3.1,3.6,4.0,1.2,0.1,1.6,1.2,9.3
SF,23,60,2,12.4,1.6,3.0,0.536,0.1,0.5,0.286,1.5,2.6,0.582,0.558,0.4,0.7,0.537,0.7,1.5,2.2,0.9,0.4,0.2,0.5,1.7,3.7
PG,26,38,5,11.4,1.7,4.2,0.396,0.4,1.4,0.296,1.2,2.8,0.448,0.447,0.3,0.4,0.765,0.3,0.9,1.1,2.2,0.6,0.1,0.5,0.7,4.1
SF,32,64,0,14.1,1.9,4.4,0.433,1.5,3.6,0.41,0.5,0.9,0.527,0.599,0.2,0.3,0.579,0.2,0.8,0.9,1.1,0.3,0.0,0.4,1.0,5.5
C,26,51,12,16.8,2.4,4.8,0.504,0.5,1.8,0.298,1.9,2.9,0.633,0.561,1.1,1.3,0.906,0.8,3.0,3.8,0.9,0.8,0.3,1.0,1.4,6.5
PG,30,60,21,19.6,2.7,6.2,0.43,0.7,2.6,0.279,1.9,3.6,0.537,0.488,1.0,1.3,0.813,0.2,1.2,1.5,4.4,0.5,0.1,1.7,1.1,7.0
PG,35,32,5,13.0,1.4,4.1,0.351,0.8,2.7,0.276,0.7,1.4,0.5,0.443,0.3,0.3,1.0,0.3,0.8,1.1,1.1,0.6,0.0,0.5,1.0,4.0
SG,27,48,0,12.1,1.6,4.1,0.405,0.4,1.3,0.281,1.3,2.7,0.466,0.451,0.8,1.0,0.816,0.3,1.3,1.6,1.3,0.4,0.1,0.6,1.1,4.5
PF,34,49,7,16.7,2.4,5.4,0.439,1.0,2.4,0.403,1.4,3.0,0.469,0.53,0.7,0.9,0.818,0.5,2.3,2.7,0.7,0.3,0.3,0.6,1.5,6.4
PG,28,33,0,14.4,1.9,4.6,0.405,0.8,2.1,0.386,1.1,2.5,0.422,0.493,0.4,0.6,0.684,0.2,1.5,1.7,2.1,0.6,0.3,0.2,0.4,5.0
C,32,53,6,11.3,1.1,2.9,0.359,0.5,1.8,0.292,0.5,1.1,0.467,0.449,0.3,0.5,0.68,0.7,1.6,2.4,0.7,0.2,0.2,0.4,1.0,3.0
SG,24,13,1,16.5,2.6,6.0,0.436,0.5,2.2,0.207,2.2,3.8,0.571,0.474,0.5,0.7,0.778,0.5,1.4,1.8,1.5,0.3,0.2,0.5,1.2,6.2
SF,25,52,1,13.7,2.7,5.8,0.462,0.8,2.5,0.336,1.8,3.2,0.56,0.535,0.8,1.0,0.83,0.5,2.3,2.9,1.2,0.5,0.3,1.0,0.9,7.0
SF,30,79,14,24.7,2.7,6.8,0.397,2.0,5.3,0.37,0.7,1.5,0.496,0.542,0.3,0.4,0.686,0.8,4.0,4.8,2.8,0.7,0.6,0.9,2.2,7.7
C,32,78,27,22.6,3.5,6.4,0.555,0.8,2.0,0.387,2.8,4.4,0.632,0.616,1.9,2.3,0.833,1.4,3.9,5.3,4.4,0.9,0.4,1.9,2.9,9.8
PG,29,78,10,16.7,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4
C,23,3,0,3.3,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
PF,22,28,0,14.5,1.8,4.3,0.405,0.6,2.0,0.327,1.1,2.4,0.47,0.479,1.1,1.5,0.732,0.6,2.6,3.2,1.3,0.5,0.5,0.7,0.8,5.2
PG,24,68,38,29.2,5.7,13.1,0.434,2.5,6.4,0.395,3.2,6.8,0.471,0.53,3.1,3.6,0.853,0.3,3.6,3.8,4.9,0.7,0.1,1.5,1.8,17.0
PF,22,65,13,18.1,2.5,6.3,0.403,0.7,2.5,0.293,1.8,3.8,0.478,0.462,0.7,1.0,0.691,0.8,2.4,3.2,1.2,0.4,0.2,0.9,1.1,6.5
PG,21,13,0,6.0,1.1,2.1,0.519,0.2,0.3,0.75,0.8,1.8,0.478,0.574,1.0,1.3,0.765,0.2,0.8,1.0,1.1,0.8,0.2,0.6,0.6,3.4
PG,29,61,60,33.4,7.2,16.4,0.443,2.4,6.7,0.363,4.8,9.6,0.498,0.518,2.8,3.2,0.869,0.6,3.5,4.0,5.6,1.0,0.3,1.7,1.7,19.8
PG,30,80,58,31.1,5.0,11.6,0.435,1.7,4.6,0.375,3.3,7.0,0.474,0.509,2.2,2.7,0.836,0.5,2.5,3.0,6.1,0.8,0.2,1.9,2.1,14.0
PF,29,80,80,33.2,8.5,15.9,0.536,1.1,3.1,0.346,7.5,12.8,0.581,0.569,3.6,5.0,0.732,1.7,5.3,7.1,4.3,0.8,0.3,1.8,2.4,21.7
SG,21,49,2,10.3,1.2,3.0,0.399,0.2,1.0,0.208,1.0,2.0,0.49,0.432,0.7,0.9,0.833,0.7,0.9,1.6,0.9,0.7,0.3,0.7,1.3,3.3
PF,26,38,3,14.7,2.8,6.3,0.45,0.4,1.2,0.304,2.5,5.1,0.485,0.479,1.1,1.4,0.778,0.9,2.4,3.3,0.7,0.6,0.6,0.6,1.2,7.2
C,31,60,3,16.9,2.6,4.9,0.532,0.4,1.2,0.366,2.2,3.7,0.586,0.577,0.6,0.8,0.76,1.4,2.7,4.1,1.0,0.4,0.9,0.7,2.1,6.3
C,25,54,15,18.0,2.2,5.2,0.434,0.4,1.5,0.247,1.9,3.7,0.51,0.47,0.4,0.9,0.44,1.3,2.6,3.9,1.4,0.9,0.8,0.6,1.4,5.3
PF,38,31,10,15.7,0.6,1.6,0.36,0.4,1.1,0.371,0.2,0.5,0.333,0.49,0.1,0.1,1.0,0.9,1.8,2.7,0.5,0.5,0.2,0.3,1.7,1.7
SF,29,11,0,5.6,0.6,2.2,0.292,0.6,1.8,0.35,0.0,0.4,0.0,0.438,0.2,0.2,1.0,0.3,1.0,1.3,0.1,0.4,0.1,0.2,0.7,2.1
PF,25,73,45,30.4,4.8,11.1,0.436,1.8,5.7,0.32,3.0,5.5,0.558,0.518,1.4,2.0,0.683,1.2,4.5,5.6,1.9,1.0,0.8,1.3,2.3,12.9
SF,29,34,0,13.6,1.2,3.4,0.353,0.7,2.5,0.294,0.5,0.9,0.516,0.461,0.3,0.5,0.588,0.3,1.3,1.6,0.4,0.4,0.2,0.6,1.1,3.4
PF,25,76,43,28.0,3.6,8.0,0.456,1.7,4.4,0.375,2.0,3.5,0.558,0.56,1.4,1.8,0.757,1.1,3.1,4.2,2.3,0.6,0.5,1.4,3.0,10.3
SF,27,17,0,6.4,0.9,1.8,0.5,0.8,1.6,0.481,0.1,0.2,0.667,0.717,0.0,0.0,0.0,0.2,0.8,0.9,0.6,0.1,0.0,0.1,0.4,2.5
PG,31,47,1,15.8,1.6,4.0,0.394,0.5,1.4,0.368,1.0,2.6,0.408,0.46,0.8,1.0,0.822,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.5
PF,35,33,6,13.3,2.0,3.3,0.602,0.0,0.2,0.143,1.9,3.1,0.634,0.606,0.2,0.5,0.4,1.4,1.7,3.1,1.7,0.7,0.2,0.5,1.5,4.2
C,26,71,71,34.0,7.5,14.3,0.521,0.2,0.6,0.357,7.3,13.7,0.528,0.529,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3
PF,23,61,35,26.5,4.0,9.3,0.435,1.7,5.0,0.349,2.3,4.3,0.534,0.528,0.9,1.4,0.621,1.2,4.6,5.8,2.3,0.7,0.9,1.1,1.5,10.7
SG,25,82,20,23.4,2.9,6.6,0.439,1.6,4.1,0.391,1.3,2.5,0.517,0.56,0.6,0.8,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,1.7,8.0
SG,28,75,74,33.5,4.5,9.1,0.499,2.7,5.9,0.461,1.8,3.2,0.57,0.649,1.7,2.0,0.878,0.6,3.3,3.9,3.0,0.9,0.6,1.3,2.1,13.5
C,25,77,77,31.7,6.7,10.6,0.634,0.0,0.1,0.0,6.7,10.6,0.638,0.634,3.0,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5
SF,24,5,0,25.0,1.2,4.6,0.261,0.0,1.4,0.0,1.2,3.2,0.375,0.261,0.2,0.4,0.5,0.8,2.6,3.4,1.0,0.8,0.0,0.4,3.6,2.6
PG,25,56,0,18.4,2.5,6.2,0.412,1.4,3.7,0.377,1.1,2.5,0.464,0.525,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1
PF,30,79,10,22.6,2.5,5.5,0.46,0.1,0.6,0.229,2.4,4.9,0.488,0.472,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6,6.4
PF,29,73,73,35.2,11.5,18.8,0.611,0.5,1.7,0.274,11.0,17.1,0.645,0.624,7.0,10.7,0.657,2.7,8.8,11.5,6.5,1.2,1.1,3.4,2.9,30.4
PF,31,34,0,4.6,0.5,0.9,0.533,0.0,0.0,0.0,0.5,0.9,0.552,0.533,0.0,0.1,0.0,0.2,0.2,0.4,0.5,0.2,0.1,0.4,0.7,0.9
PG,23,81,0,22.4,4.1,9.4,0.435,1.1,3.4,0.338,3.0,6.0,0.49,0.496,2.2,2.7,0.826,0.8,3.0,3.8,2.9,0.8,0.5,1.6,2.2,11.6
PG,29,20,0,2.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,0.0
SF,23,75,75,30.1,5.4,10.7,0.506,1.2,3.1,0.374,4.2,7.6,0.56,0.56,2.7,3.6,0.74,1.1,6.1,7.2,3.8,0.8,0.5,2.1,2.5,14.7
C,25,55,55,32.4,7.8,13.6,0.57,0.0,0.2,0.1,7.7,13.4,0.576,0.571,1.2,1.4,0.823,3.2,7.9,11.1,1.6,1.0,0.8,1.8,2.0,16.7
C,24,16,0,7.1,1.0,1.4,0.696,0.0,0.0,0.0,1.0,1.4,0.696,0.696,0.2,0.8,0.231,0.7,1.3,2.0,0.2,0.1,0.4,0.3,1.1,2.2
C,21,22,1,10.3,0.6,1.0,0.636,0.0,0.0,0.0,0.6,1.0,0.636,0.636,0.3,0.5,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,2.1,1.5
PG,19,10,0,6.5,0.8,2.4,0.333,0.1,0.8,0.125,0.7,1.6,0.438,0.354,0.6,0.7,0.857,0.6,0.3,0.9,0.7,0.3,0.0,0.4,0.2,2.3
SF,21,38,7,13.0,1.6,4.1,0.381,0.8,2.6,0.32,0.7,1.5,0.483,0.481,0.5,0.7,0.679,0.4,2.8,3.2,0.8,0.5,0.4,0.5,1.5,4.4
PG,22,22,22,32.3,8.3,19.2,0.433,3.2,9.0,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9
C,25,57,17,13.0,1.7,3.5,0.49,0.4,1.1,0.391,1.3,2.4,0.537,0.553,0.6,0.9,0.68,1.4,2.8,4.2,0.7,0.4,1.1,0.7,1.8,4.4
PF,21,80,80,35.0,8.0,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7.0,0.725,1.0,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6
SG,25,42,42,34.4,8.6,18.5,0.464,3.3,8.6,0.381,5.3,9.9,0.536,0.552,3.3,3.8,0.87,0.9,3.5,4.4,5.5,1.0,0.5,2.7,2.9,23.7
PF,20,33,1,12.7,1.7,3.4,0.496,0.1,0.3,0.333,1.6,3.2,0.51,0.509,0.9,1.3,0.69,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4
PF,31,82,82,29.0,4.2,8.9,0.474,1.8,4.7,0.387,2.4,4.2,0.571,0.576,1.9,2.4,0.801,0.8,2.2,3.0,1.2,0.7,0.1,0.7,1.2,12.2
SG,22,60,60,34.9,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2.0,19.9
C,23,19,0,10.8,1.5,2.1,0.725,0.0,0.1,0.0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3
SF,20,15,0,8.9,1.0,3.3,0.306,0.7,2.2,0.303,0.3,1.1,0.313,0.408,0.1,0.3,0.25,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7
SG,30,53,53,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.582,2.1,2.5,0.813,1.0,3.4,4.4,5.0,1.0,0.5,2.5,2.4,18.2
SG,27,79,77,29.6,4.1,9.1,0.443,2.8,6.9,0.413,1.2,2.3,0.533,0.598,0.3,0.4,0.714,0.5,3.2,3.7,1.4,0.7,0.1,0.7,2.0,11.3
SF,23,48,1,12.7,1.7,3.5,0.488,0.6,1.6,0.4,1.1,1.9,0.56,0.578,0.4,0.6,0.679,0.5,1.6,2.1,0.6,0.3,0.1,0.6,1.1,4.4
SG,24,19,0,7.8,1.5,3.4,0.453,0.6,1.5,0.379,0.9,1.8,0.514,0.539,0.3,0.5,0.556,0.5,0.8,1.4,0.8,0.2,0.1,0.4,0.7,3.9
SF,24,63,51,32.7,4.6,11.1,0.416,1.8,5.7,0.316,2.8,5.4,0.522,0.497,2.7,3.2,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7
C,24,62,33,15.4,2.0,3.4,0.603,0.0,0.2,0.143,2.0,3.1,0.636,0.608,0.9,1.4,0.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5.0
SG,24,23,1,11.7,1.4,3.7,0.381,0.5,1.9,0.273,0.9,1.7,0.5,0.452,0.2,0.2,0.8,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5
PG,20,69,33,16.9,1.7,3.6,0.466,0.5,1.4,0.394,1.1,2.2,0.51,0.54,0.7,1.2,0.613,0.5,1.5,2.0,1.3,0.5,0.3,0.8,1.6,4.6
SF,24,26,3,10.9,1.0,2.0,0.481,0.3,0.8,0.45,0.6,1.2,0.5,0.567,0.4,0.6,0.667,0.3,1.5,1.8,0.9,0.3,0.4,0.2,0.7,2.7
SF,24,10,0,8.4,0.9,2.9,0.31,0.8,2.5,0.32,0.1,0.4,0.25,0.448,0.8,1.0,0.8,0.3,0.7,1.0,0.3,0.0,0.1,0.0,0.5,3.4
SG,31,79,33,30.4,6.0,13.9,0.428,3.0,8.1,0.374,2.9,5.8,0.503,0.537,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9
PF,24,43,0,10.9,2.2,3.5,0.616,0.5,1.2,0.423,1.7,2.3,0.717,0.689,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1.0,5.2
PG,27,68,68,36.0,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13.0,0.552,0.55,6.0,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1
SF,22,32,0,10.8,2.0,5.0,0.404,0.4,1.6,0.269,1.6,3.4,0.468,0.447,0.7,1.0,0.697,0.6,1.0,1.6,0.4,0.3,0.3,0.8,1.3,5.2
PF,31,50,0,14.1,2.2,4.3,0.507,0.6,1.9,0.33,1.6,2.5,0.642,0.578,1.4,1.8,0.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4
SG,23,14,0,5.8,1.3,2.9,0.439,0.9,2.1,0.433,0.4,0.8,0.455,0.598,0.1,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6
PG,20,75,29,21.3,3.6,8.4,0.432,1.2,3.6,0.347,2.4,4.8,0.494,0.506,0.7,0.8,0.873,0.4,1.6,2.0,2.1,0.4,0.1,1.2,1.3,9.2
SG,22,82,4,20.2,2.7,5.9,0.46,0.8,2.0,0.384,1.9,3.9,0.498,0.525,1.1,1.6,0.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3
SF,27,82,82,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1.0,0.4,2.0,1.4,19.6
SF,25,69,67,37.4,8.1,17.5,0.462,2.3,6.5,0.349,5.8,11.0,0.529,0.527,2.5,3.1,0.825,1.0,6.3,7.3,3.3,0.9,0.5,2.0,1.7,21.0
SF,25,55,1,11.5,1.2,2.8,0.444,0.3,1.0,0.273,1.0,1.8,0.541,0.493,0.9,1.5,0.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1.0,3.7
PG,24,1,0,3.0,2.0,5.0,0.4,0.0,1.0,0.0,2.0,4.0,0.5,0.4,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
PG,31,39,25,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3.0,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7
PG,25,10,0,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.446,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2
SF,28,72,72,30.9,4.6,10.7,0.428,1.8,5.1,0.359,2.7,5.5,0.492,0.515,1.7,2.0,0.844,0.7,2.7,3.4,1.7,0.9,0.1,1.2,3.3,12.7
SG,26,8,0,4.6,0.3,1.3,0.2,0.3,0.9,0.286,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.3,0.3,0.6,0.8
PF,22,6,0,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,2.5
SF,27,70,70,33.5,9.0,17.9,0.499,2.1,5.9,0.354,6.9,12.1,0.57,0.557,3.0,4.3,0.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23.0
SG,20,15,0,4.2,0.5,1.0,0.533,0.0,0.1,0.0,0.5,0.9,0.615,0.533,0.3,0.5,0.625,0.2,0.1,0.3,0.3,0.0,0.0,0.1,0.6,1.4
PF,24,44,0,9.0,0.8,2.0,0.411,0.3,1.1,0.292,0.5,1.0,0.548,0.489,0.0,0.0,0.5,0.5,1.0,1.4,0.6,0.3,0.1,0.2,1.1,2.0
C,24,22,5,9.1,1.5,3.0,0.508,0.0,0.0,0.0,1.5,3.0,0.508,0.508,0.4,1.4,0.29,1.7,2.2,3.9,0.3,0.2,0.3,0.5,1.2,3.4
PG,27,77,77,35.4,10.3,21.4,0.479,2.7,6.8,0.401,7.5,14.6,0.516,0.543,5.5,6.5,0.847,0.6,3.1,3.6,6.7,0.9,0.2,2.4,1.9,28.7
